False|213|236|3573|1645|C:\Users\Alex\source\repos\1h_telikh\1h_telikh\bin\Debug\Assets\cloud2.png
False|170|173|640|503|C:\Users\Alex\source\repos\1h_telikh\1h_telikh\bin\Debug\Assets\cloud1.png
False|-82|25|462|720|C:\Users\Alex\source\repos\1h_telikh\1h_telikh\bin\Debug\Assets\Captain-America.png
